" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"20","15","Changeling","$3,021","-10.2%","1","-","$3,021","$276,293","5","USA"
"21","16","Twilight","$2,110","-14.0%","1","-","$2,110","$1,240,932","10","USA"
"22","9","Amusement","$1,192","-97.4%","2","-11","$596","$64,676","2","USA"
"23","17","City of Ember","$1,044","-55.0%","1","-2","$1,044","$209,217","5","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","2","Slumdog Millionaire","$177,983","-41.9%","17","-6","$10,470","$571,050","2","UK, USA"
"2","N","The Spirit","$174,117","-","20","-","$8,706","$174,117","1","USA"
"3","N","Seven Pounds","$138,503","-","19","-","$7,290","$138,503","1","USA"
"4","N","The Tale of Despereaux","$125,437","-","20","-","$6,272","$125,437","1","UK, USA"
"5","1","Yes Man","$115,228","-63.0%","16","-4","$7,202","$537,948","2","USA"
"6","3","Underworld: Rise of the Lycans","$78,890","-67.5%","16","-3","$4,931","$403,246","2","USA"
"7","4"," Aasef ala el-iz'ag","$78,523","-57.9%","20","-","$3,926","$341,070","2","Egypt"
"8","N","My Mom's New Boyfriend (a.k.a. Homeland Security)","$75,835","-","14","-","$5,417","$75,835","1","Germany, USA"
"9","N","Amusement","$45,416","-","13","-","$3,494","$45,416","1","USA"
"10","5","Valkyrie","$29,250","-67.9%","4","-13","$7,313","$551,409","3","Germany, USA"
"11","7","Bride Wars","$25,010","-51.0%","4","-2","$6,253","$321,015","3","USA"
"12","6","Revolutionary Road","$15,390","-73.5%","5","-14","$3,078","$98,171","2","UK, USA"
"13","8","Bedtime Stories","$7,669","-66.2%","2","-","$3,835","$586,369","6","USA"
"14","11","Madagascar: Escape 2 Africa","$3,772","-58.3%","3","-","$1,257","$1,877,512","10","USA"
"15","10","Changeling","$3,364","-66.4%","1","-2","$3,364","$272,158","4","USA"
"16","15","Twilight","$2,453","-37.7%","1","-1","$2,453","$1,237,891","9","USA"
"17","14","City of Ember","$2,320","-67.6%","3","-","$773","$207,614","4","USA"
"18","13","Bolt","$1,985","-73.0%","1","-","$1,985","$463,007","9","USA"
"19","20","Righteous Kill","$570","-19.2%","1","-","$570","$328,816","7","USA"
"20","9","The Mutant Chronicles","$452","-96.9%","1","-12","$452","$179,431","3","USA"
"21","12","Harold and Kumar Escape from Guantanamo Bay","$348","-95.8%","1","-5","$348","$128,302","3","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Yes Man","$311,673","-","20","-","$15,584","$311,673","1","USA"
"2","N","Slumdog Millionaire","$306,273","-","23","-","$13,316","$306,273","1","UK, USA"
"3","N","Underworld: Rise of the Lycans","$242,547","-","19","-","$12,766","$242,547","1","USA"
"4","N"," Aasef ala el-iz'ag","$186,412","-","20","-","$9,321","$186,412","1","Egypt"
"5","1","Valkyrie","$91,067","-70.5%","17","-3","$5,357","$488,342","2","Germany, USA"
"6","N","Revolutionary Road","$58,019","-","19","-","$3,054","$58,019","1","UK, USA"
"7","2","Bride Wars","$51,086","-67.0%","6","-13","$8,514","$274,594","2","USA"
"8","6","Bedtime Stories","$22,690","-41.5%","2","-3","$11,345","$568,682","5","USA"
"9","3","The Mutant Chronicles","$14,464","-88.2%","13","-7","$1,113","$174,054","2","USA"
"10","5","Changeling","$9,998","-77.1%","3","-9","$3,333","$265,122","3","USA"
"11","12","Madagascar: Escape 2 Africa","$9,045","-25.0%","3","-","$3,015","$1,870,237","9","USA"
"12","4","Harold and Kumar Escape from Guantanamo Bay","$8,253","-90.3%","6","-10","$1,376","$124,338","2","USA"
"13","16","Bolt","$7,363","+2.5%","1","-1","$7,363","$458,832","8","USA"
"14","7","City of Ember","$7,168","-78.8%","3","-12","$2,389","$203,343","3","USA"
"15","14","Twilight","$3,937","-62.7%","2","-7","$1,969","$1,233,027","8","USA"
"16","17","The Women (2008)","$2,492","-52.4%","2","-","$1,246","$180,941","4","USA"
"17","N","Julia","$1,338","-","3","-","$446","$1,338","1","Belgium, France, Mexico, USA"
"18","11","Australia","$907","-92.6%","1","-2","$907","$304,890","5","Australia, USA"
"19","19","Traitor","$896","-80.7%","2","-","$448","$421,437","5","USA"
"20","22","Righteous Kill","$705","-61.0%","1","-1","$705","$327,892","6","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Valkyrie","$308,366","-","20","-","$15,418","$308,366","1","Germany, USA"
"2","N","Bride Wars","$154,695","-","19","-","$8,142","$154,695","1","USA"
"3","N","The Mutant Chronicles","$122,889","-","20","-","$6,144","$122,889","1","USA"
"4","N","Harold and Kumar Escape from Guantanamo Bay","$85,290","-","16","-","$5,331","$85,290","1","USA"
"5","1","Changeling","$43,627","-70.4%","12","-8","$3,636","$239,707","2","USA"
"6","-","Bedtime Stories","$38,750","-34.4%","5","-3","$7,750","$531,791","4","USA"
"7","3","City of Ember","$33,773","-66.9%","15","-","$2,252","$183,041","2","USA"
"8","2","Whisper","$27,087","-78.8%","16","-3","$1,693","$202,343","2","USA"
"9","-"," Akher Kalam","$17,794","-","8","-","$2,224","$164,978","2","Unknown"
"10","N"," The Strange Case of Dr. Jekyll and Mr. Hyde","$15,008","-","7","-","$2,144","$22,184","1","Unknown"
"11","-","Australia","$12,187","-52.7%","3","+2","$4,062","$299,874","4","Australia, USA"
"12","-","Madagascar: Escape 2 Africa","$12,060","-25.9%","3","-2","$4,020","$1,857,965","8","USA"
"13","N"," Lakmat Ras","$11,610","-","9","-","$1,290","$16,517","1","Unknown"
"14","-","Twilight","$10,544","-66.7%","9","-1","$1,172","$1,224,376","7","USA"
"15","-","Transporter 3","$8,354","-68.5%","2","-3","$4,177","$945,296","5","France"
"16","-","Bolt","$7,185","+5.0%","2","-","$3,593","$449,669","7","USA"
"17","-","The Women (2008)","$5,235","-84.2%","2","-11","$2,618","$176,447","3","USA"
"18","-"," Captain Hima","$5,039","+87.1%","1","-2","$5,039","$408,510","5","Unknown"
"19","-","Traitor","$4,649","-81.1%","2","-9","$2,325","$419,463","4","USA"
"20","-","Four Christmases","$3,132","-66.1%","1","-1","$3,132","$237,035","5","Germany, USA"
"21","-","Body of Lies","$2,782","-50.5%","1","-","$2,782","$889,804","9","USA"
"22","-","Righteous Kill","$1,806","-79.9%","2","-1","$903","$326,722","5","USA"
"23","-"," [Rec]","$1,666","-94.5%","1","-15","$1,666","$207,225","3","Spain"
"24","-"," Donkey Xote","$1,593","-56.1%","2","-1","$797","$90,339","4","Italy, Spain"
"25","-","W.","$1,097","-40.7%","1","-","$1,097","$68,854","5","Australia, Germany, HK, UK, USA"
"26","-","Americanizing Shelley","$613","-97.2%","2","-4","$307","$29,981","2","USA"
"27","-","Pride & Glory","$557","-98.5%","1","-8","$557","$201,911","3","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Changeling","$147,473","-","20","-","$7,374","$147,473","1","USA"
"2","N","Whisper","$128,029","-","19","-","$6,738","$128,029","1","USA"
"3","N","City of Ember","$101,911","-","15","-","$6,794","$101,911","1","USA"
"-","4","Bedtime Stories","$59,040","-45.5%","8","-4","$7,380","$472,125","3","USA"
"-","2","Pride & Glory","$35,879","-70.6%","9","-3","$3,987","$187,722","2","USA"
"-","5","The Women (2008)","$33,167","-64.6%","13","-3","$2,551","$155,853","2","USA"
"-","9","Twilight","$31,620","-18.4%","10","+1","$3,162","$1,201,004","6","USA"
"-","1"," [Rec]","$30,443","-77.0%","16","-2","$1,903","$190,718","2","Spain"
"-","7","Transporter 3","$26,556","-63.6%","5","-6","$5,311","$923,643","4","France"
"-","8","Australia","$25,749","-43.0%","1","-5","$25,749","$277,848","3","Australia, USA"
"-","6","Traitor","$24,538","-69.9%","11","-9","$2,231","$405,263","3","USA"
"-","N","Americanizing Shelley","$21,522","-","6","-","$3,587","$21,522","1","USA"
"-","12","Madagascar: Escape 2 Africa","$16,283","-41.0%","5","-3","$3,257","$1,842,054","7","USA"
"-","3","Aoki Ôkami: chi hate umi tsukiru made (Genghis Khan: To the Ends of the Earth and Sea)","$9,722","-91.9%","4","-14","$2,431","$150,359","2","Japan"
"-","16","Four Christmases","$9,235","-42.8%","2","-1","$4,618","$229,514","4","Germany, USA"
"-","15","Righteous Kill","$8,980","-47.8%","3","-3","$2,993","$322,017","4","USA"
"-","13"," Muyeong geom (A Shadowless Sword)","$7,800","-68.2%","4","-4","$1,950","$37,997","2","South Korea, USA"
"-","18","Bolt","$6,846","-35.3%","2","-","$3,423","$441,227","6","USA"
"-","19","Body of Lies","$5,619","-19.3%","1","-","$5,619","$884,923","8","USA"
"-","14"," Donkey Xote","$3,629","-83.7%","3","-1","$1,210","$88,302","3","Italy, Spain"
"-","11"," Captain Hima","$2,693","-91.4%","3","-7","$898","$398,410","4","Unknown"
"-","20","W.","$1,851","-42.1%","1","-","$1,851","$67,013","4","Australia, Germany, HK, UK, USA"
"-","17","Rachel Getting Married","$481","-96.5%","1","-2","$481","$18,701","2","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N"," [Rec]","$132,079","-","18","-","$7,338","$132,079","1","Spain"
"2","N","Pride & Glory","$122,015","-","12","-","$10,168","$122,015","1","USA"
"3","N","Aoki Ôkami: chi hate umi tsukiru made (Genghis Khan: To the Ends of the Earth and Sea)","$119,524","-","18","-","$6,640","$119,524","1","Japan"
"4","2","Bedtime Stories","$108,340","-47.4%","12","-4","$9,028","$389,998","2","USA"
"5","N","The Women (2008)","$93,716","-","16","-","$5,857","$93,716","1","USA"
"6","1","Traitor","$81,539","-63.0%","20","-","$4,077","$359,638","2","USA"
"7","3","Transporter 3","$72,858","-59.6%","11","-8","$6,623","$877,796","3","France"
"8","4","Australia","$45,136","-67.9%","6","-20","$7,523","$236,442","2","Australia, USA"
"9","7","Twilight","$38,758","-34.3%","9","-4","$4,306","$1,157,207","5","USA"
"10","N"," Lahzet Oonossat","$35,806","-","16","-","$2,238","$44,676","1","Unknown"
"11","5"," Captain Hima","$31,475","-64.2%","10","-7","$3,148","$387,771","3","Unknown"
"12","10","Madagascar: Escape 2 Africa","$27,580","-33.3%","8","-2","$3,448","$1,820,110","6","USA"
"13","N"," Muyeong geom (A Shadowless Sword)","$24,552","-","8","-","$3,069","$30,197","1","South Korea, USA"
"14","9"," Donkey Xote","$22,267","-46.5%","4","-15","$5,567","$82,136","2","Italy, Spain"
"15","6","Righteous Kill","$17,199","-73.6%","6","-9","$2,867","$308,478","3","USA"
"16","8","Four Christmases","$16,142","-66.3%","3","-3","$5,381","$215,369","3","Germany, USA"
"17","N","Rachel Getting Married","$13,563","-","3","-","$4,521","$13,563","1","USA"
"18","12","Bolt","$10,580","-47.6%","2","-1","$5,290","$432,468","5","USA"
"19","15","Body of Lies","$6,959","-19.0%","1","-","$6,959","$877,293","7","USA"
"20","14","W.","$3,199","-63.2%","1","-1","$3,199","$64,070","3","Australia, Germany, HK, UK, USA"
"21","16"," Boushkash","$1,412","-83.3%","1","-3","$1,412","$722,209","5","Egypt"
"22","13","Strange Wilderness","$505","-95.2%","1","-6","$505","$16,363","2","USA"
